chrom	start	end	DNase.counts	DNase.counts.RPM	DNase.counts.RPKM	H3K4me3.counts	H3K4me3.counts.RPM	H3K4me3.counts.RPKM	CTCF.counts	CTCF.counts.RPM	CTCF.counts.RPKM	H3K27ac.counts	H3K27ac.counts.RPM	H3K27ac.counts.RPKM
chr11	3579575	3580075	54	0.3274246979736055	0.654849395947211	10	0.06249762469965126	0.12499524939930252	2	0.0919766344397402	0.1839532688794804	1	0.033554451576815955	0.06710890315363191
chr11	3609575	3610115	45	0.2728539149780046	0.5052850277370455	19	0.1187454869293374	0.21989904986914333	152	6.990224217420255	12.94485966188936	4	0.13421780630726382	0.2485514931615997
chr11	3614155	3615035	115	0.6972933382771229	0.7923787934967306	35	0.2187416864487794	0.24857009823724932	9	0.4138948549788309	0.4703350624759442	17	0.5704256768058712	0.6482109963703081
chr11	3801895	3802395	21	0.1273318269897355	0.254663653979471	3	0.018749287409895378	0.037498574819790756	4	0.1839532688794804	0.3679065377589608	4	0.13421780630726382	0.26843561261452764
chr11	3824675	3825195	68	0.4123125826334292	0.7929088127565946	12	0.07499714963958151	0.14422528776842597	30	1.379649516596103	2.653172147300198	6	0.20132670946089573	0.38716674896326103
chr11	3825255	3825755	61	0.36986864030351735	0.7397372806070347	8	0.049998099759721006	0.09999619951944201	6	0.27592990331922057	0.5518598066384411	7	0.23488116103771167	0.46976232207542334
chr11	3825855	3826395	65	0.3941223216348955	0.7298561511757324	16	0.09999619951944201	0.18517814725822596	2	0.0919766344397402	0.17032710081433372	3	0.10066335473044787	0.18641361987119975
chr11	3831615	3832135	40	0.24253681331378188	0.4664169486803498	15	0.09374643704947688	0.18028160971053248	3	0.13796495165961029	0.2653172147300198	7	0.23488116103771167	0.45169454045713786
chr11	3834495	3835395	85	0.5153907282917864	0.5726563647686516	19	0.1187454869293374	0.131939429921486	5	0.2299415860993505	0.25549065122150055	5	0.16777225788407976	0.18641361987119973
chr11	3837695	3838215	53	0.321361277640761	0.6180024570014634	9	0.056247862229686134	0.10816896582631949	1	0.0459883172198701	0.08843907157667327	1	0.033554451576815955	0.06452779149387684
chr11	3839095	3839635	70	0.42443942329911827	0.7859989320354043	24	0.14999429927916302	0.2777672208873389	6	0.27592990331922057	0.510981302443001	5	0.16777225788407976	0.3106893664519995
chr11	3849115	3849635	42	0.254663653979471	0.4897377961143673	42	0.2624900237385353	0.504788507189491	130	5.978481238583113	11.497079304967524	2	0.06710890315363191	0.1290555829877537
chr11	3859475	3860235	67	0.40624916230058467	0.5345383714481378	67	0.41873408548766344	0.5509659019574519	7	0.3219182205390907	0.4235766059724877	66	2.214593804069853	2.913939215881386
chr11	3860795	3861295	36	0.21828313198240368	0.43656626396480736	9	0.056247862229686134	0.11249572445937227	4	0.1839532688794804	0.3679065377589608	16	0.5368712252290553	1.0737424504581106
chr11	3865695	3866655	101	0.6124054536172993	0.63792234751802	27	0.1687435866890584	0.17577456946776915	8	0.3679065377589608	0.38323597683225086	45	1.509950320956718	1.572864917663248
chr11	3867355	3867855	45	0.2728539149780046	0.5457078299560092	10	0.06249762469965126	0.12499524939930252	0	0.0	0.0	12	0.40265341892179146	0.8053068378435829
chr11	3871155	3871655	40	0.24253681331378188	0.48507362662756376	6	0.037498574819790756	0.07499714963958151	5	0.2299415860993505	0.459883172198701	6	0.20132670946089573	0.40265341892179146
chr11	3878615	3879135	32	0.1940294506510255	0.37313355894427985	16	0.09999619951944201	0.19230038369123464	4	0.1839532688794804	0.3537562863066931	25	0.8388612894203988	1.6131947873469208
chr11	3894095	3894675	44	0.2667904946451601	0.4599836114571726	46	0.2874890736183958	0.4956708165834411	4	0.1839532688794804	0.3171608084128973	179	6.0062468322500555	10.355597986638026
chr11	3903475	3903975	38	0.2304099726480928	0.4608199452961856	13	0.08124691210954664	0.16249382421909328	4	0.1839532688794804	0.3679065377589608	6	0.20132670946089573	0.40265341892179146
chr11	3904915	3905415	39	0.23647339298093734	0.47294678596187467	10	0.06249762469965126	0.12499524939930252	3	0.13796495165961029	0.27592990331922057	13	0.43620787049860743	0.8724157409972149
chr11	3954395	3954915	18	0.10914156599120184	0.2098876269061574	9	0.056247862229686134	0.10816896582631949	3	0.13796495165961029	0.2653172147300198	3	0.10066335473044787	0.19358337448163052
chr11	3958755	3959375	28	0.1697757693196473	0.27383188599943115	7	0.043748337289755884	0.07056183433831593	4	0.1839532688794804	0.2966988207733555	8	0.26843561261452764	0.43296066550730267
chr11	3971415	3972295	48	0.29104417597653826	0.3307320181551571	14	0.08749667457951177	0.09942803929489973	6	0.27592990331922057	0.3135567083172961	7	0.23488116103771167	0.2669104102701269
chr11	3976935	3977495	43	0.2607270743123155	0.465584061271992	14	0.08749667457951177	0.15624406174912814	4	0.1839532688794804	0.3284879801419293	5	0.16777225788407976	0.2995933176501424
chr11	3984855	3985355	53	0.321361277640761	0.642722555281522	11	0.06874738716961638	0.13749477433923277	2	0.0919766344397402	0.1839532688794804	7	0.23488116103771167	0.46976232207542334
chr11	3993915	3994415	19	0.1152049863240464	0.2304099726480928	7	0.043748337289755884	0.08749667457951177	4	0.1839532688794804	0.3679065377589608	2	0.06710890315363191	0.13421780630726382
chr11	3995895	3996415	51	0.3092344369750719	0.594681609567446	12	0.07499714963958151	0.14422528776842597	3	0.13796495165961029	0.2653172147300198	3	0.10066335473044787	0.19358337448163052
chr11	4043955	4044495	101	0.6124054536172993	1.134084173365369	18	0.11249572445937227	0.2083254156655042	7	0.3219182205390907	0.5961448528501679	23	0.7717523862667669	1.429171085679198
chr11	4072595	4073155	57	0.3456149589721392	0.6171695695931056	36	0.22499144891874454	0.4017704444977581	122	5.610574700824152	10.018883394328844	5	0.16777225788407976	0.2995933176501424
chr11	4091955	4092475	52	0.31529785730791643	0.6063420332844547	16	0.09999619951944201	0.19230038369123464	2	0.0919766344397402	0.17687814315334655	4	0.13421780630726382	0.2581111659755074
chr11	4145695	4146935	95	0.5760249316202319	0.46453623517760634	17	0.10624596198940714	0.0856822274108122	9	0.4138948549788309	0.3337861733700249	3	0.10066335473044787	0.08118012478261924
chr11	4182015	4182535	168	1.018654615917884	1.9589511844574692	24	0.14999429927916302	0.28845057553685194	139	6.392376093561944	12.293030949157584	6	0.20132670946089573	0.38716674896326103
chr11	4184495	4184995	80	0.48507362662756376	0.9701472532551275	26	0.16249382421909328	0.32498764843818656	1	0.0459883172198701	0.0919766344397402	24	0.8053068378435829	1.6106136756871658
chr11	4194815	4195335	10	0.06063420332844547	0.11660423717008744	21	0.13124501186926765	0.2523942535947455	6	0.27592990331922057	0.5306344294600396	5	0.16777225788407976	0.32263895746938415
chr11	4493195	4493695	71	0.43050284363196284	0.8610056872639257	18	0.11249572445937227	0.22499144891874454	108	4.966738259745971	9.933476519491942	1	0.033554451576815955	0.06710890315363191
chr11	4539475	4539975	34	0.2061562913167146	0.4123125826334292	11	0.06874738716961638	0.13749477433923277	71	3.265170522610777	6.530341045221554	4	0.13421780630726382	0.26843561261452764
chr11	4626095	4626635	68	0.4123125826334292	0.7635418196915356	34	0.21249192397881428	0.3935035629237301	105	4.82877330808636	8.942172792752519	5	0.16777225788407976	0.3106893664519995
chr11	4636835	4637355	109	0.6609128162800556	1.270986185153953	55	0.3437369358480819	0.6610325689386191	131	6.024469555802983	11.585518376544199	15	0.5033167736522394	0.9679168724081526
chr11	4658455	4659495	67	0.40624916230058467	0.39062419451979297	24	0.14999429927916302	0.14422528776842597	6	0.27592990331922057	0.2653172147300198	6	0.20132670946089573	0.19358337448163052
chr11	4890355	4890855	19	0.1152049863240464	0.2304099726480928	8	0.049998099759721006	0.09999619951944201	0	0.0	0.0	1	0.033554451576815955	0.06710890315363191
chr11	4891935	4892475	34	0.2061562913167146	0.3817709098457678	12	0.07499714963958151	0.13888361044366945	10	0.459883172198701	0.8516355040716685	3	0.10066335473044787	0.18641361987119975
chr11	4990975	4991535	45	0.2728539149780046	0.4872391338892939	4	0.024999049879860503	0.0446411604997509	9	0.4138948549788309	0.7390979553193409	2	0.06710890315363191	0.119837327060057
chr11	5124035	5124535	48	0.29104417597653826	0.5820883519530765	9	0.056247862229686134	0.11249572445937227	121	5.564586383604282	11.129172767208564	3	0.10066335473044787	0.20132670946089573
chr11	5129295	5129835	41	0.24860023364662642	0.4603708030493082	7	0.043748337289755884	0.08101543942547386	5	0.2299415860993505	0.4258177520358343	3	0.10066335473044787	0.18641361987119975
chr11	5171815	5172315	31	0.18796603031818096	0.3759320606363619	2	0.012499524939930251	0.024999049879860503	4	0.1839532688794804	0.3679065377589608	3	0.10066335473044787	0.20132670946089573
chr11	5196035	5196535	45	0.2728539149780046	0.5457078299560092	5	0.03124881234982563	0.06249762469965126	3	0.13796495165961029	0.27592990331922057	3	0.10066335473044787	0.20132670946089573
chr11	5204735	5205255	35	0.21221971164955913	0.408114830095306	9	0.056247862229686134	0.10816896582631949	70	3.219182205390907	6.190735010367129	1	0.033554451576815955	0.06452779149387684
chr11	5224435	5225275	65	0.3941223216348955	0.4691932400415423	4	0.024999049879860503	0.0297607736665006	7	0.3219182205390907	0.3832359768322508	4	0.13421780630726382	0.15978310274674265
chr11	5225415	5225955	34	0.2061562913167146	0.3817709098457678	2	0.012499524939930251	0.023147268407278244	7	0.3219182205390907	0.5961448528501679	2	0.06710890315363191	0.12427574658079985
chr11	5258555	5259055	49	0.29710759630938277	0.5942151926187655	5	0.03124881234982563	0.06249762469965126	2	0.0919766344397402	0.1839532688794804	0	0.0	0.0
chr11	5275735	5276235	21	0.1273318269897355	0.254663653979471	10	0.06249762469965126	0.12499524939930252	4	0.1839532688794804	0.3679065377589608	1	0.033554451576815955	0.06710890315363191
chr11	5275754	5276060	16	0.09701472532551275	0.31704158603108745	9	0.056247862229686134	0.1838165432342684	0	0.0	0.0	1	0.033554451576815955	0.10965507051247045
chr11	5278635	5279175	42	0.254663653979471	0.47159935922124263	7	0.043748337289755884	0.08101543942547386	2	0.0919766344397402	0.17032710081433372	2	0.06710890315363191	0.12427574658079985
chr11	5280370	5281170	74	0.44869310463049644	0.5608663807881206	10	0.06249762469965126	0.07812203087456408	8	0.3679065377589608	0.45988317219870106	13	0.43620787049860743	0.5452598381232593
chr11	5280370	5281170	74	0.44869310463049644	0.5608663807881206	10	0.06249762469965126	0.07812203087456408	8	0.3679065377589608	0.45988317219870106	13	0.43620787049860743	0.5452598381232593
chr11	5284535	5285035	39	0.23647339298093734	0.47294678596187467	3	0.018749287409895378	0.037498574819790756	3	0.13796495165961029	0.27592990331922057	0	0.0	0.0
chr11	5284694	5284860	14	0.08488788465982365	0.5113727991555642	3	0.018749287409895378	0.11294751451744203	0	0.0	0.0	0	0.0	0.0
chr11	5288035	5288555	35	0.21221971164955913	0.408114830095306	6	0.037498574819790756	0.07211264388421298	1	0.0459883172198701	0.08843907157667327	3	0.10066335473044787	0.19358337448163052
chr11	5288183	5288360	19	0.1152049863240464	0.6508756289494148	5	0.03124881234982563	0.1765469624283934	0	0.0	0.0	2	0.06710890315363191	0.3791463455007453
chr11	5291175	5291675	38	0.2304099726480928	0.4608199452961856	11	0.06874738716961638	0.13749477433923277	134	6.162434507462593	12.324869014925186	3	0.10066335473044787	0.20132670946089573
chr11	5335115	5335635	30	0.18190260998533642	0.34981271151026233	17	0.10624596198940714	0.20431915767193679	8	0.3679065377589608	0.7075125726133862	3	0.10066335473044787	0.19358337448163052
chr11	5363635	5364635	39	0.23647339298093734	0.23647339298093734	8	0.049998099759721006	0.049998099759721006	5	0.2299415860993505	0.2299415860993505	3	0.10066335473044787	0.10066335473044787
chr11	5369755	5370295	18	0.10914156599120184	0.20211401109481822	9	0.056247862229686134	0.1041627078327521	13	0.5978481238583113	1.107126155293169	1	0.033554451576815955	0.06213787329039992
chr11	5380675	5381175	66	0.4001857419677401	0.8003714839354802	12	0.07499714963958151	0.14999429927916302	101	4.64482003920688	9.28964007841376	2	0.06710890315363191	0.13421780630726382
chr11	5476135	5476675	37	0.22434655231524822	0.4154565783615708	14	0.08749667457951177	0.16203087885094772	62	2.851275667631946	5.280140125244344	3	0.10066335473044787	0.18641361987119975
chr11	5506995	5507615	65	0.3941223216348955	0.6356811639272508	3	0.018749287409895378	0.030240786144992544	6	0.27592990331922057	0.44504823116003317	2	0.06710890315363191	0.10824016637682567
chr11	5530995	5531795	58	0.35167837930498375	0.4395979741312297	18	0.11249572445937227	0.14061965557421532	5	0.2299415860993505	0.28742698262418814	4	0.13421780630726382	0.1677722578840798
chr11	5591615	5592135	40	0.24253681331378188	0.4664169486803498	6	0.037498574819790756	0.07211264388421298	4	0.1839532688794804	0.3537562863066931	5	0.16777225788407976	0.32263895746938415
chr11	5600255	5600775	71	0.43050284363196284	0.8278900839076209	26	0.16249382421909328	0.31248812349825633	99	4.55284340476714	8.755468086090653	12	0.40265341892179146	0.7743334979265221
chr11	5690235	5691935	133	0.8064349042683248	0.47437347309901456	21	0.13124501186926765	0.07720294815839274	13	0.5978481238583113	0.35167536697547724	10	0.3355445157681595	0.19737912692244677
chr11	5809875	5810895	43	0.2607270743123155	0.2556147787375642	5	0.03124881234982563	0.030636090539044737	13	0.5978481238583113	0.5861256116257954	3	0.10066335473044787	0.0986895634612234
chr11	6249775	6250295	74	0.44869310463049644	0.8628713550586471	15	0.09374643704947688	0.18028160971053248	3	0.13796495165961029	0.2653172147300198	9	0.3019900641913436	0.5807501234448915
chr11	6251055	6251595	70	0.42443942329911827	0.7859989320354043	8	0.049998099759721006	0.09258907362911298	116	5.334644797504931	9.878971847231355	6	0.20132670946089573	0.3728272397423995
chr11	6251815	6252335	62	0.3759320606363619	0.7229462704545422	8	0.049998099759721006	0.09615019184561732	3	0.13796495165961029	0.2653172147300198	12	0.40265341892179146	0.7743334979265221
chr11	6315775	6316275	78	0.47294678596187467	0.9458935719237493	13	0.08124691210954664	0.16249382421909328	135	6.208422824682463	12.416845649364927	3	0.10066335473044787	0.20132670946089573
chr11	6353295	6353855	63	0.38199548096920644	0.6821347874450114	19	0.1187454869293374	0.2120455123738168	266	12.232892380485445	21.844450679438296	5	0.16777225788407976	0.2995933176501424
chr11	6357155	6357655	43	0.2607270743123155	0.521454148624631	9	0.056247862229686134	0.11249572445937227	3	0.13796495165961029	0.27592990331922057	4	0.13421780630726382	0.26843561261452764
chr11	6362975	6363495	131	0.7943080636026356	1.5275155069281454	17	0.10624596198940714	0.20431915767193679	180	8.277897099576618	15.919032883801188	3	0.10066335473044787	0.19358337448163052
chr11	6367235	6367775	47	0.2849807556436937	0.5277421400809142	3	0.018749287409895378	0.03472090261091736	1	0.0459883172198701	0.08516355040716686	2	0.06710890315363191	0.12427574658079985
chr11	6379155	6379675	39	0.23647339298093734	0.45475652496334107	8	0.049998099759721006	0.09615019184561732	143	6.576329362441424	12.646787235464275	5	0.16777225788407976	0.32263895746938415
chr11	6438895	6439415	86	0.521454148624631	1.002796439662752	13	0.08124691210954664	0.15624406174912817	68	3.127205570951167	6.013856867213782	7	0.23488116103771167	0.45169454045713786
chr11	6443335	6443835	61	0.36986864030351735	0.7397372806070347	6	0.037498574819790756	0.07499714963958151	73	3.3571471570505174	6.714294314101035	2	0.06710890315363191	0.13421780630726382
chr11	6468995	6469535	69	0.41837600296627375	0.7747703758634699	16	0.09999619951944201	0.18517814725822596	4	0.1839532688794804	0.34065420162866744	2	0.06710890315363191	0.12427574658079985
chr11	6475215	6475715	34	0.2061562913167146	0.4123125826334292	22	0.13749477433923277	0.27498954867846553	4	0.1839532688794804	0.3679065377589608	95	3.1876728997975157	6.375345799595031
chr11	6531235	6531735	76	0.4608199452961856	0.9216398905923712	30	0.18749287409895377	0.37498574819790753	89	4.092960232568439	8.185920465136878	6	0.20132670946089573	0.40265341892179146
chr11	6554775	6555735	72	0.43656626396480736	0.454756524963341	8	0.049998099759721006	0.05208135391637605	6	0.27592990331922057	0.2874269826241881	4	0.13421780630726382	0.13981021490339982
chr11	6563215	6563735	51	0.3092344369750719	0.594681609567446	9	0.056247862229686134	0.10816896582631949	5	0.2299415860993505	0.44219535788336634	0	0.0	0.0
chr11	6568415	6568955	186	1.1277961819090858	2.0885114479797884	98	0.6124767220565823	1.1342161519566338	20	0.919766344397402	1.703271008143337	99	3.3218907061047793	6.151649455749592
chr11	6576575	6577075	31	0.18796603031818096	0.3759320606363619	16	0.09999619951944201	0.19999239903888402	3	0.13796495165961029	0.27592990331922057	5	0.16777225788407976	0.3355445157681595
chr11	6606855	6607355	53	0.321361277640761	0.642722555281522	27	0.1687435866890584	0.3374871733781168	2	0.0919766344397402	0.1839532688794804	39	1.3086236114958223	2.6172472229916446
chr11	6635214	6636014	97	0.5881517722859211	0.7351897153574014	17	0.10624596198940714	0.13280745248675893	4	0.1839532688794804	0.22994158609935053	4	0.13421780630726382	0.1677722578840798
chr11	6637894	6638894	175	1.0610985582477956	1.0610985582477956	107	0.6687245842862685	0.6687245842862685	14	0.6438364410781814	0.6438364410781814	33	1.1072969020349266	1.1072969020349266
chr11	6646034	6647474	157	0.9519569922565938	0.6610812446226346	13	0.08124691210954664	0.05642146674274073	8	0.3679065377589608	0.2554906512215006	6	0.20132670946089573	0.13981021490339982
chr11	6650894	6651414	53	0.321361277640761	0.6180024570014634	9	0.056247862229686134	0.10816896582631949	3	0.13796495165961029	0.2653172147300198	3	0.10066335473044787	0.19358337448163052
chr11	6667734	6668234	31	0.18796603031818096	0.3759320606363619	11	0.06874738716961638	0.13749477433923277	33	1.5176144682557133	3.0352289365114267	4	0.13421780630726382	0.26843561261452764
chr11	6681914	6682414	59	0.35774179963782826	0.7154835992756565	820	5.124805225371404	10.249610450742805	3	0.13796495165961029	0.27592990331922057	13	0.43620787049860743	0.8724157409972149
chr11	6690234	6691234	42	0.254663653979471	0.254663653979471	15	0.09374643704947688	0.09374643704947688	5	0.2299415860993505	0.2299415860993505	9	0.3019900641913436	0.3019900641913436
chr11	6693894	6694414	31	0.18796603031818096	0.3614731352272711	6	0.037498574819790756	0.07211264388421298	5	0.2299415860993505	0.44219535788336634	3	0.10066335473044787	0.19358337448163052
chr11	6703394	6703914	69	0.41837600296627375	0.8045692364736033	12	0.07499714963958151	0.14422528776842597	122	5.610574700824152	10.789566732354139	2	0.06710890315363191	0.1290555829877537
chr11	6705834	6706354	66	0.4001857419677401	0.7695879653225771	11	0.06874738716961638	0.13220651378772383	151	6.944235900200385	13.354299808077663	2	0.06710890315363191	0.1290555829877537
chr11	6711454	6711954	43	0.2607270743123155	0.521454148624631	6	0.037498574819790756	0.07499714963958151	24	1.1037196132768823	2.2074392265537646	5	0.16777225788407976	0.3355445157681595
chr11	6728154	6728694	33	0.20009287098387005	0.3705423536738334	7	0.043748337289755884	0.08101543942547386	4	0.1839532688794804	0.34065420162866744	2	0.06710890315363191	0.12427574658079985
chr11	6737794	6738294	52	0.31529785730791643	0.6305957146158329	12	0.07499714963958151	0.14999429927916302	75	3.4491237914902575	6.898247582980515	5	0.16777225788407976	0.3355445157681595
chr11	6744974	6746094	30	0.18190260998533642	0.16241304462976466	9	0.056247862229686134	0.050221305562219765	9	0.4138948549788309	0.36954897765967043	8	0.26843561261452764	0.239674654120114
chr11	6747194	6747694	13	0.07882446432697911	0.15764892865395821	8	0.049998099759721006	0.09999619951944201	3	0.13796495165961029	0.27592990331922057	1	0.033554451576815955	0.06710890315363191
chr11	6755254	6755754	51	0.3092344369750719	0.6184688739501438	23	0.1437445368091979	0.2874890736183958	208	9.565569981732981	19.131139963465962	3	0.10066335473044787	0.20132670946089573
chr11	6757334	6757834	58	0.35167837930498375	0.7033567586099675	11	0.06874738716961638	0.13749477433923277	79	3.6330770603697378	7.2661541207394755	4	0.13421780630726382	0.26843561261452764
chr11	6812294	6812834	72	0.43656626396480736	0.8084560443792729	16	0.09999619951944201	0.18517814725822596	195	8.96772185787467	16.60689232939754	2	0.06710890315363191	0.12427574658079985
chr11	7072514	7073014	67	0.40624916230058467	0.8124983246011693	7	0.043748337289755884	0.08749667457951177	2	0.0919766344397402	0.1839532688794804	2	0.06710890315363191	0.13421780630726382
chr11	7079654	7080194	56	0.3395515386392946	0.6287991456283234	5	0.03124881234982563	0.057868171018195615	3	0.13796495165961029	0.2554906512215005	4	0.13421780630726382	0.2485514931615997
chr11	7080774	7081274	54	0.3274246979736055	0.654849395947211	5	0.03124881234982563	0.06249762469965126	1	0.0459883172198701	0.0919766344397402	1	0.033554451576815955	0.06710890315363191
chr11	7098154	7098654	41	0.24860023364662642	0.49720046729325285	19	0.1187454869293374	0.23749097385867482	98	4.50685508754727	9.013710175094541	3	0.10066335473044787	0.20132670946089573
chr11	7278294	7278834	38	0.2304099726480928	0.4266851345335052	27	0.1687435866890584	0.3124881234982563	83	3.817030329249218	7.068574683794848	4	0.13421780630726382	0.2485514931615997
chr11	7442474	7443054	105	0.6366591349486774	1.0976881637046163	18	0.11249572445937227	0.19395814561960736	176	8.093943830697137	13.955075570167477	1	0.033554451576815955	0.057852502718648204
chr11	61834595	61834918	45	0.2728539149780046	0.8447489627802	10	0.06249762469965126	0.19349109814133517	1	0.0459883172198701	0.14237869108318918	16	0.5368712252290553	1.6621400161890256
chr11	61841784	61841802	3	0.01819026099853364	1.0105700554740913	3	0.018749287409895378	1.041627078327521	0	0.0	0.0	0	0.0	0.0
chr12	53696201	53696701	183	1.109605920910552	2.219211841821104	86	0.5374795724170008	1.074959144834002	4	0.1839532688794804	0.3679065377589608	18	0.6039801283826872	1.2079602567653744
chr12	53696201	53696701	183	1.109605920910552	2.219211841821104	86	0.5374795724170008	1.074959144834002	4	0.1839532688794804	0.3679065377589608	18	0.6039801283826872	1.2079602567653744
chr12	53696201	53696701	183	1.109605920910552	2.219211841821104	86	0.5374795724170008	1.074959144834002	4	0.1839532688794804	0.3679065377589608	18	0.6039801283826872	1.2079602567653744
chr12	53696201	53696701	183	1.109605920910552	2.219211841821104	86	0.5374795724170008	1.074959144834002	4	0.1839532688794804	0.3679065377589608	18	0.6039801283826872	1.2079602567653744
chr12	53701681	53702221	145	0.8791959482624593	1.6281406449304803	35	0.2187416864487794	0.4050771971273693	141	6.484352728001684	12.008060607410526	3	0.10066335473044787	0.18641361987119975
chr12	53701681	53702221	145	0.8791959482624593	1.6281406449304803	35	0.2187416864487794	0.4050771971273693	141	6.484352728001684	12.008060607410526	3	0.10066335473044787	0.18641361987119975
chr12	53701681	53702221	145	0.8791959482624593	1.6281406449304803	35	0.2187416864487794	0.4050771971273693	141	6.484352728001684	12.008060607410526	3	0.10066335473044787	0.18641361987119975
chr12	53701681	53702221	145	0.8791959482624593	1.6281406449304803	35	0.2187416864487794	0.4050771971273693	141	6.484352728001684	12.008060607410526	3	0.10066335473044787	0.18641361987119975
chr12	53719581	53720101	43	0.2607270743123155	0.501398219831376	5	0.03124881234982563	0.06009386990351083	4	0.1839532688794804	0.3537562863066931	1	0.033554451576815955	0.06452779149387684
chr12	53719581	53720101	43	0.2607270743123155	0.501398219831376	5	0.03124881234982563	0.06009386990351083	4	0.1839532688794804	0.3537562863066931	1	0.033554451576815955	0.06452779149387684
chr12	53719581	53720101	43	0.2607270743123155	0.501398219831376	5	0.03124881234982563	0.06009386990351083	4	0.1839532688794804	0.3537562863066931	1	0.033554451576815955	0.06452779149387684
chr12	53719581	53720101	43	0.2607270743123155	0.501398219831376	5	0.03124881234982563	0.06009386990351083	4	0.1839532688794804	0.3537562863066931	1	0.033554451576815955	0.06452779149387684
chr12	53726221	53726741	30	0.18190260998533642	0.34981271151026233	110	0.6874738716961638	1.3220651378772381	3	0.13796495165961029	0.2653172147300198	6	0.20132670946089573	0.38716674896326103
chr12	53726221	53726741	30	0.18190260998533642	0.34981271151026233	110	0.6874738716961638	1.3220651378772381	3	0.13796495165961029	0.2653172147300198	6	0.20132670946089573	0.38716674896326103
chr12	53726221	53726741	30	0.18190260998533642	0.34981271151026233	110	0.6874738716961638	1.3220651378772381	3	0.13796495165961029	0.2653172147300198	6	0.20132670946089573	0.38716674896326103
chr12	53726221	53726741	30	0.18190260998533642	0.34981271151026233	110	0.6874738716961638	1.3220651378772381	3	0.13796495165961029	0.2653172147300198	6	0.20132670946089573	0.38716674896326103
chr12	53743501	53744041	92	0.5578346706216983	1.03302716781796	16	0.09999619951944201	0.18517814725822596	97	4.460866770327399	8.260864389495184	4	0.13421780630726382	0.2485514931615997
chr12	53743501	53744041	92	0.5578346706216983	1.03302716781796	16	0.09999619951944201	0.18517814725822596	97	4.460866770327399	8.260864389495184	4	0.13421780630726382	0.2485514931615997
chr12	53743501	53744041	92	0.5578346706216983	1.03302716781796	16	0.09999619951944201	0.18517814725822596	97	4.460866770327399	8.260864389495184	4	0.13421780630726382	0.2485514931615997
