chrom	start	end	DNase.counts	DNase.counts.RPM	DNase.counts.RPKM	H3K4me3.counts	H3K4me3.counts.RPM	H3K4me3.counts.RPKM	CTCF.counts	CTCF.counts.RPM	CTCF.counts.RPKM	H3K27ac.counts	H3K27ac.counts.RPM	H3K27ac.counts.RPKM	CAGE.counts	CAGE.counts.RPM	CAGE.counts.RPKM
chr11	3404095	3405035	223	7.198857428339571	7.658358966318692	88	3.124638935543457	3.3240839739824013	28	0.9481537668371368	1.0086742200395071	318	4.497141387834237	4.784192965781102	208	7.488045227793176	7.966005561482103
chr11	3408215	3409115	44	1.4204023625423368	1.578224847269263	6	0.21304356378705386	0.2367150708745043	95	3.2169502803402854	3.5743892003780946	20	0.28283908099586397	0.31426564555096	26	0.936005653474147	1.0400062816379412
chr11	3416895	3417395	11	0.3551005906355842	0.7102011812711684	4	0.14202904252470258	0.28405808504940516	33	1.1174669394866255	2.234933878973251	3	0.042425862149379594	0.08485172429875919	5	0.18000108720656674	0.3600021744131335
chr11	3422455	3422955	410	13.235567469144502	26.471134938289005	67	2.378986462288768	4.757972924577536	16	0.5418021524783639	1.0836043049567279	70	0.9899367834855238	1.9798735669710477	78	2.808016960422441	5.616033920844882
chr11	3505975	3506475	15	0.484228078139433	0.968456156278866	2	0.07101452126235129	0.14202904252470258	3	0.10158790358969323	0.20317580717938646	22	0.31112298909545033	0.6222459781909007	0	0.0	0.0
chr11	3579575	3580075	17	0.5487918218913574	1.097583643782715	7	0.2485508244182295	0.4971016488364591	15	0.5079395179484661	1.0158790358969323	9	0.12727758644813877	0.25455517289627755	0	0.0	0.0
chr11	3609575	3610115	10	0.32281871875962204	0.5978124421474482	3	0.10652178189352693	0.19726255906208692	177	5.9936863117919	11.099419095910926	15	0.21212931074689798	0.39283205693869994	0	0.0	0.0
chr11	3614155	3615035	21	0.6779193093952063	0.7703628515854617	14	0.497101648836459	0.564888237314158	15	0.5079395179484661	0.5772039976687114	26	0.36769080529462317	0.41783046056207174	0	0.0	0.0
chr11	3801895	3802395	7	0.2259731031317354	0.4519462062634708	2	0.07101452126235129	0.14202904252470258	20	0.6772526905979549	1.3545053811959098	31	0.43840057554358913	0.8768011510871783	1	0.03600021744131335	0.0720004348826267
chr11	3824675	3825195	171	5.520200090789537	10.615769405364494	3	0.10652178189352693	0.2048495805644749	124	4.19896668170732	8.074935926360231	66	0.9333689672863511	1.7949403217045214	6	0.21600130464788006	0.41538712432284625
chr11	3825255	3825755	25	0.807046796899055	1.61409359379811	4	0.14202904252470258	0.28405808504940516	42	1.4222306502557052	2.8444613005114103	103	1.4566212671286993	2.9132425342573987	16	0.5760034790610136	1.1520069581220271
chr11	3825855	3826395	38	1.2267111312865637	2.271687280160303	6	0.21304356378705386	0.39452511812417385	17	0.5756647870082616	1.0660459018671513	92	1.3010597725809743	2.409369949224027	51	1.8360110895069806	3.400020536124038
chr11	3831615	3832135	108	3.4864421626039177	6.704696466545995	11	0.3905798669429321	0.751115128736408	12	0.40635161435877293	0.7814454122284095	155	2.192002877717946	4.215390149457589	23	0.8280050011502069	1.592317309904244
chr11	3834495	3835395	373	12.041138209733901	13.37904245525989	58	2.0594211166081875	2.288245685120208	19	0.6433900560680571	0.714877840075619	467	6.6042925412534235	7.338102823614915	23	0.8280050011502069	0.9200055568335632
chr11	3837695	3838215	130	4.1966433438750865	8.07046796899055	38	1.3492759039846745	2.5947613538166814	19	0.6433900560680571	1.2372885693616482	134	1.8950218426722885	3.644272774369785	41	1.4760089150938471	2.838478682872783
chr11	3839095	3839635	72	2.3242947750692786	4.304249583461627	129	4.580436621421658	8.482290039669737	26	0.8804284977773413	1.6304231440321135	123	1.7394603481245634	3.2212228668973393	24	0.8640052185915202	1.6000096640583708
chr11	3849115	3849635	34	1.097583643782715	2.110737776505221	6	0.21304356378705386	0.4096991611289498	153	5.180983083074355	9.963429005912221	33	0.46668448364317555	0.8974701608522607	0	0.0	0.0
chr11	3859475	3860235	106	3.4218784188519935	4.502471603752623	48	1.7043485102964309	2.242563829337409	30	1.0158790358969323	1.3366829419696478	163	2.3051385101162913	3.03307698699512	0	0.0	0.0
chr11	3860795	3861295	51	1.6463754656740723	3.2927509313481447	11	0.3905798669429321	0.7811597338858642	16	0.5418021524783639	1.0836043049567279	65	0.9192270132365579	1.838454026473116	0	0.0	0.0
chr11	3865695	3866655	155	5.003690140774141	5.212177229973064	16	0.5681161700988103	0.5917876771862608	30	1.0158790358969323	1.0582073290593044	292	4.129450582539614	4.301511023478765	1	0.03600021744131335	0.03750022650136807
chr11	3867355	3867855	333	10.749863334695414	21.499726669390828	14	0.497101648836459	0.9942032976729182	15	0.5079395179484661	1.0158790358969323	193	2.7293971316100873	5.458794263220175	0	0.0	0.0
chr11	3871155	3871655	71	2.2920129031933163	4.584025806386633	6	0.21304356378705386	0.4260871275741077	13	0.44021424888867067	0.8804284977773413	134	1.8950218426722885	3.790043685344577	0	0.0	0.0
chr11	3878615	3879135	104	3.357314675100069	6.45637437519244	2	0.07101452126235129	0.13656638704298327	10	0.33862634529897745	0.6512045101903413	43	0.6081040241411075	1.169430815655976	1	0.03600021744131335	0.06923118738714105
chr11	3894095	3894675	32	1.0330199000307905	1.7810687931565354	12	0.4260871275741077	0.7346329785760478	12	0.40635161435877293	0.7006062316530567	147	2.0788672453196	3.5842538712406897	0	0.0	0.0
chr11	3903475	3903975	27	0.8716105406509794	1.7432210813019589	5	0.17753630315587823	0.35507260631175647	11	0.3724889798288752	0.7449779596577504	41	0.5798201160415212	1.1596402320830423	0	0.0	0.0
chr11	3904915	3905415	20	0.6456374375192441	1.2912748750384881	5	0.17753630315587823	0.35507260631175647	11	0.3724889798288752	0.7449779596577504	29	0.4101166674440027	0.8202333348880054	5	0.18000108720656674	0.3600021744131335
chr11	3954395	3954915	28	0.9038924125269416	1.7382546394748877	3	0.10652178189352693	0.2048495805644749	20	0.6772526905979549	1.3024090203806826	134	1.8950218426722885	3.644272774369785	0	0.0	0.0
chr11	3958755	3959375	23	0.7424830531471306	1.19755331152763	6	0.21304356378705386	0.34361865126944174	47	1.591543822905194	2.567006165976119	41	0.5798201160415212	0.9351937355508405	2	0.0720004348826267	0.11612973368165595
chr11	3971415	3972295	13	0.4196643343875086	0.47689128907671435	11	0.3905798669429321	0.4438407578896956	18	0.6095274215381594	0.6926447972024539	62	0.8768011510871783	0.996364944417248	53	1.9080115243896074	2.1681949140790993
chr11	3976935	3977495	20	0.6456374375192441	1.1529239955700785	9	0.3195653456805808	0.5706524030010373	12	0.40635161435877293	0.7256278827835231	68	0.9616528753859375	1.7172372774748883	1	0.03600021744131335	0.06428610257377383
chr11	3984855	3985355	62	2.0014760563096563	4.002952112619313	7	0.2485508244182295	0.4971016488364591	52	1.7608569955546827	3.5217139911093653	22	0.31112298909545033	0.6222459781909007	0	0.0	0.0
chr11	3993915	3994415	21	0.6779193093952063	1.3558386187904126	6	0.21304356378705386	0.4260871275741077	13	0.44021424888867067	0.8804284977773413	27	0.38183275934441635	0.7636655186888327	0	0.0	0.0
chr11	3995895	3996415	57	1.8400666969298456	3.5385898017881647	4	0.14202904252470258	0.27313277408596653	9	0.3047637107690797	0.5860840591713071	143	2.0222994291204275	3.88903736369313	0	0.0	0.0
chr11	4043955	4044495	19	0.6133555656432819	1.1358436400801515	7	0.2485508244182295	0.4602793044782028	15	0.5079395179484661	0.9406287369416039	37	0.5232522998423483	0.9689857404487932	1	0.03600021744131335	0.06666706933576545
chr11	4072595	4073155	45	1.452684234418299	2.5940789900326773	4	0.14202904252470258	0.2536232902226832	266	9.0074607849528	16.08475140170143	33	0.46668448364317555	0.8333651493628135	2	0.0720004348826267	0.12857220514754766
chr11	4091955	4092475	62	2.0014760563096563	3.848992415980108	8	0.28405808504940516	0.5462655481719331	5	0.16931317264948872	0.32560225509517066	79	1.1172143699336627	2.1484891729493514	32	1.1520069581220271	2.2153979963885138
chr11	4145695	4146935	126	4.067515856371237	3.28025472288003	31	1.100725079566445	0.8876815157793911	27	0.914291132307239	0.7373315583122895	301	4.2567281689877525	3.4328452975707684	0	0.0	0.0
chr11	4182015	4182535	70	2.259731031317354	4.345636598687219	4	0.14202904252470258	0.27313277408596653	62	2.09948334085366	4.037467963180116	35	0.4949683917427619	0.9518622918130037	0	0.0	0.0
chr11	4184495	4184995	10	0.32281871875962204	0.6456374375192441	4	0.14202904252470258	0.28405808504940516	15	0.5079395179484661	1.0158790358969323	36	0.5091103457925551	1.0182206915851102	0	0.0	0.0
chr11	4194815	4195335	46	1.4849661062942612	2.855704050565887	10	0.35507260631175647	0.6828319352149164	22	0.7449779596577504	1.4326499224187508	28	0.39597471339420953	0.7614898334504029	0	0.0	0.0
chr11	4493195	4493695	20	0.6456374375192441	1.2912748750384881	5	0.17753630315587823	0.35507260631175647	101	3.420126087519672	6.840252175039344	4	0.05656781619917279	0.11313563239834558	0	0.0	0.0
chr11	4539475	4539975	15	0.484228078139433	0.968456156278866	10	0.35507260631175647	0.7101452126235129	130	4.402142488886707	8.804284977773413	15	0.21212931074689798	0.42425862149379595	0	0.0	0.0
chr11	4626095	4626635	56	1.8077848250538833	3.3477496760257095	11	0.3905798669429321	0.7232960498943187	132	4.469867757946502	8.277532885086115	13	0.18384540264731158	0.3404544493468733	0	0.0	0.0
chr11	4636835	4637355	35	1.129865515658677	2.1728182993436094	9	0.3195653456805808	0.6145487416934247	157	5.316433621193946	10.223910809988357	10	0.14141954049793198	0.27196065480371534	0	0.0	0.0
chr11	4658455	4659495	86	2.7762409813327493	2.6694624820507205	18	0.6391306913611616	0.6145487416934247	15	0.5079395179484661	0.4884033826427559	233	3.295075293601815	3.168341628463284	1	0.03600021744131335	0.03461559369357053
chr11	4890355	4890855	6	0.1936912312557732	0.3873824625115464	10	0.35507260631175647	0.7101452126235129	8	0.27090107623918197	0.5418021524783639	44	0.6222459781909007	1.2444919563818013	0	0.0	0.0
chr11	4891935	4892475	22	0.7102011812711684	1.315187372724386	9	0.3195653456805808	0.5917876771862608	15	0.5079395179484661	0.9406287369416039	55	0.7778074727386259	1.4403842087752332	0	0.0	0.0
chr11	4990975	4991535	31	1.0007380281548282	1.7870321931336217	12	0.4260871275741077	0.7608698706680496	46	1.5576811883752961	2.781573550670172	10	0.14141954049793198	0.2525348937463071	0	0.0	0.0
chr11	5124035	5124535	81	2.614831621952938	5.229663243905876	11	0.3905798669429321	0.7811597338858642	223	7.5513675001671965	15.102735000334393	19	0.2686971269460708	0.5373942538921416	0	0.0	0.0
chr11	5129295	5129835	96	3.099059700092371	5.738999444615502	28	0.994203297672918	1.8411172179128112	25	0.8465658632474435	1.56771456156934	112	1.5838988535768381	2.9331460251422925	5	0.18000108720656674	0.3333353466788273
chr11	5171815	5172315	41	1.3235567469144502	2.6471134938289005	4	0.14202904252470258	0.28405808504940516	22	0.7449779596577504	1.4899559193155008	18	0.25455517289627755	0.5091103457925551	1	0.03600021744131335	0.0720004348826267
chr11	5196035	5196535	82	2.6471134938289005	5.294226987657801	9	0.3195653456805808	0.6391306913611616	40	1.3545053811959098	2.7090107623918196	52	0.7353816105892463	1.4707632211784927	5	0.18000108720656674	0.3600021744131335
chr11	5204735	5205255	130	4.1966433438750865	8.07046796899055	7	0.2485508244182295	0.47798235465044137	244	8.262482825295049	15.889390048644323	25	0.35354885124482993	0.6799016370092883	5	0.18000108720656674	0.3461559369357053
chr11	5224435	5225275	91	2.9376503407125605	3.497202786562572	16	0.5681161700988103	0.6763287739271552	13	0.44021424888867067	0.5240645820103222	203	2.870816672108019	3.4176388953666894	5	0.18000108720656674	0.21428700857924612
chr11	5225415	5225955	40	1.2912748750384881	2.391249768589793	8	0.28405808504940516	0.5260334908322318	8	0.27090107623918197	0.5016686597021889	49	0.6929557484398667	1.2832513859997532	6	0.21600130464788006	0.4000024160145927
chr11	5258555	5259055	108	3.4864421626039177	6.972884325207835	5	0.17753630315587823	0.35507260631175647	8	0.27090107623918197	0.5418021524783639	83	1.1737821861328355	2.347564372265671	5	0.18000108720656674	0.3600021744131335
chr11	5275735	5276235	254	8.1995954564944	16.3991909129888	12	0.4260871275741077	0.8521742551482154	23	0.7788405941876481	1.5576811883752961	152	2.1495770155685663	4.299154031137133	24	0.8640052185915202	1.7280104371830405
chr11	5275754	5276060	244	7.876776737734777	25.741100450113652	8	0.28405808504940516	0.9282943955862915	12	0.40635161435877293	1.3279464521528526	107	1.5131890833278723	4.945062363816576	22	0.7920047837088936	2.588250927153247
chr11	5278635	5279175	45	1.452684234418299	2.690155989663517	7	0.2485508244182295	0.4602793044782028	6	0.20317580717938646	0.3762514947766416	61	0.862659197037385	1.597517031550713	10	0.3600021744131335	0.6666706933576546
chr11	5280370	5281170	622	20.079324306848488	25.09915538356061	10	0.35507260631175647	0.4438407578896956	43	1.456093284785603	1.8201166059820038	200	2.8283908099586395	3.535488512448299	10	0.3600021744131335	0.4500027180164169
chr11	5280370	5281170	622	20.079324306848488	25.09915538356061	10	0.35507260631175647	0.4438407578896956	43	1.456093284785603	1.8201166059820038	200	2.8283908099586395	3.535488512448299	10	0.3600021744131335	0.4500027180164169
chr11	5284535	5285035	232	7.489394275223231	14.978788550446462	11	0.3905798669429321	0.7811597338858642	5	0.16931317264948872	0.33862634529897745	76	1.0747885077842831	2.1495770155685663	10	0.3600021744131335	0.720004348826267
chr11	5284694	5284860	171	5.520200090789537	33.2542174143948	4	0.14202904252470258	0.8555966417150759	1	0.033862634529897746	0.20399177427649245	18	0.25455517289627755	1.5334648969655273	9	0.3240019569718201	1.9518190179025308
chr11	5288035	5288555	222	7.166575556463608	13.781876070122324	20	0.7101452126235129	1.3656638704298327	43	1.456093284785603	2.800179393818467	176	2.4889839127636026	4.78650752454539	9	0.3240019569718201	0.6230806864842694
chr11	5288183	5288360	199	6.424092503316478	36.29430792834169	8	0.28405808504940516	1.6048479381322327	23	0.7788405941876481	4.400229345692927	52	0.7353816105892463	4.154698364910996	9	0.3240019569718201	1.830519530914238
chr11	5291175	5291675	98	3.163623443844296	6.327246887688592	12	0.4260871275741077	0.8521742551482154	233	7.889993845466174	15.779987690932348	60	0.8485172429875919	1.6970344859751838	9	0.3240019569718201	0.6480039139436402
chr11	5335115	5335635	42	1.3558386187904126	2.607381959212332	8	0.28405808504940516	0.5462655481719331	5	0.16931317264948872	0.32560225509517066	46	0.6505298862904871	1.2510190120970908	10	0.3600021744131335	0.6923118738714106
chr11	5363635	5364635	31	1.0007380281548282	1.0007380281548282	10	0.35507260631175647	0.35507260631175647	20	0.6772526905979549	0.6772526905979549	102	1.4424793130789062	1.4424793130789062	11	0.3960023918544468	0.3960023918544468
chr11	5369755	5370295	26	0.8393286687750172	1.5543123495833653	2	0.07101452126235129	0.13150837270805796	143	4.842356737775377	8.967327292176623	27	0.38183275934441635	0.7070977024896599	10	0.3600021744131335	0.6666706933576546
chr11	5380675	5381175	26	0.8393286687750172	1.6786573375500344	1	0.035507260631175645	0.07101452126235129	87	2.9460492041011035	5.892098408202207	27	0.38183275934441635	0.7636655186888327	10	0.3600021744131335	0.720004348826267
chr11	5476135	5476675	46	1.4849661062942612	2.7499372338782613	10	0.35507260631175647	0.6575418635402898	124	4.19896668170732	7.775864225383926	37	0.5232522998423483	0.9689857404487932	9	0.3240019569718201	0.6000036240218891
chr11	5506995	5507615	22	0.7102011812711684	1.14548577624382	5	0.17753630315587823	0.28634887605786813	33	1.1174669394866255	1.8023660314300411	38	0.5373942538921416	0.8667649256324864	5	0.18000108720656674	0.29032433420413994
chr11	5530995	5531795	51	1.6463754656740723	2.0579693320925903	15	0.5326089094676346	0.6657611368345432	17	0.5756647870082616	0.7195809837603271	104	1.4707632211784927	1.8384540264731157	9	0.3240019569718201	0.40500244621477516
chr11	5591615	5592135	82	2.6471134938289005	5.090602872747886	4	0.14202904252470258	0.27313277408596653	8	0.27090107623918197	0.520963608152273	81	1.145498278033249	2.2028813039100945	5	0.18000108720656674	0.3461559369357053
chr11	5600255	5600775	104	3.357314675100069	6.45637437519244	4	0.14202904252470258	0.27313277408596653	123	4.165104047177422	8.009815475341197	51	0.7212396565394531	1.3869993394989484	5	0.18000108720656674	0.3461559369357053
chr11	5690235	5691935	35	1.129865515658677	0.6646267739168688	34	1.2072468614599718	0.7101452126235128	28	0.9481537668371368	0.5577375099041981	62	0.8768011510871783	0.5157653829924578	8	0.2880017395305068	0.16941278795912162
chr11	5809875	5810895	86	2.7762409813327493	2.721804883659558	16	0.5681161700988103	0.5569766373517748	18	0.6095274215381594	0.5975759034687838	341	4.82240633097948	4.727849344097529	0	0.0	0.0
chr11	6249775	6250295	39	1.2589930031625258	2.421140390697165	4	0.14202904252470258	0.27313277408596653	14	0.4740768834185684	0.9116863142664777	13	0.18384540264731158	0.35354885124482993	0	0.0	0.0
chr11	6251055	6251595	40	1.2912748750384881	2.391249768589793	7	0.2485508244182295	0.4602793044782028	119	4.029653509057831	7.462321313070058	20	0.28283908099586397	0.5237760759182666	0	0.0	0.0
chr11	6251815	6252335	31	1.0007380281548282	1.924496207990054	3	0.10652178189352693	0.2048495805644749	20	0.6772526905979549	1.3024090203806826	37	0.5232522998423483	1.0062544227737467	0	0.0	0.0
chr11	6315775	6316275	24	0.7747649250230928	1.5495298500461856	10	0.35507260631175647	0.7101452126235129	107	3.6233018946990585	7.246603789398117	16	0.22627126479669116	0.4525425295933823	0	0.0	0.0
chr11	6353295	6353855	19	0.6133555656432819	1.0952777957915747	2	0.07101452126235129	0.1268116451113416	176	5.959823677262003	10.642542280825005	14	0.19798735669710477	0.35354885124482993	0	0.0	0.0
chr11	6357155	6357655	32	1.0330199000307905	2.066039800061581	6	0.21304356378705386	0.4260871275741077	15	0.5079395179484661	1.0158790358969323	20	0.28283908099586397	0.5656781619917279	0	0.0	0.0
chr11	6362975	6363495	36	1.1621473875346393	2.2348988221819988	6	0.21304356378705386	0.4096991611289498	105	3.555576625639263	6.837647356998583	15	0.21212931074689798	0.407940982205573	0	0.0	0.0
chr11	6367235	6367775	15	0.484228078139433	0.8967186632211722	5	0.17753630315587823	0.3287709317701449	15	0.5079395179484661	0.9406287369416039	13	0.18384540264731158	0.3404544493468733	5	0.18000108720656674	0.3333353466788273
chr11	6379155	6379675	26	0.8393286687750172	1.61409359379811	7	0.2485508244182295	0.47798235465044137	232	7.856131210936277	15.107944636415917	11	0.15556149454772517	0.29915672028408685	1	0.03600021744131335	0.06923118738714105
chr11	6438895	6439415	26	0.8393286687750172	1.61409359379811	2	0.07101452126235129	0.13656638704298327	111	3.7587524328186497	7.228370063112788	20	0.28283908099586397	0.5439213096074307	0	0.0	0.0
chr11	6443335	6443835	33	1.0653017719067526	2.130603543813505	4	0.14202904252470258	0.28405808504940516	98	3.318538183929979	6.637076367859958	9	0.12727758644813877	0.25455517289627755	0	0.0	0.0
chr11	6468995	6469535	102	3.2927509313481447	6.097686909903971	5	0.17753630315587823	0.3287709317701449	19	0.6433900560680571	1.1914630667926984	36	0.5091103457925551	0.9427969366528798	0	0.0	0.0
chr11	6475215	6475715	11	0.3551005906355842	0.7102011812711684	4	0.14202904252470258	0.28405808504940516	10	0.33862634529897745	0.6772526905979549	37	0.5232522998423483	1.0465045996846967	0	0.0	0.0
chr11	6531235	6531735	35	1.129865515658677	2.259731031317354	7	0.2485508244182295	0.4971016488364591	197	6.670939002389855	13.34187800477971	18	0.25455517289627755	0.5091103457925551	0	0.0	0.0
chr11	6554775	6555735	255	8.231877328370361	8.57487221705246	27	0.9586960370417424	0.9986417052518151	28	0.9481537668371368	0.9876601737886842	306	4.327437939236718	4.507747853371582	2	0.0720004348826267	0.07500045300273614
chr11	6563215	6563735	131	4.228925215751048	8.132548491828938	14	0.497101648836459	0.9559647093008827	14	0.4740768834185684	0.9116863142664777	29	0.4101166674440027	0.7886858989307745	0	0.0	0.0
chr11	6568415	6568955	196	6.327246887688592	11.717123866089985	8	0.28405808504940516	0.5260334908322318	22	0.7449779596577504	1.3795888141810193	78	1.1030724158838694	2.0427266960812394	0	0.0	0.0
chr11	6576575	6577075	10	0.32281871875962204	0.6456374375192441	6	0.21304356378705386	0.4260871275741077	2	0.06772526905979549	0.13545053811959099	33	0.46668448364317555	0.9333689672863511	0	0.0	0.0
chr11	6606855	6607355	184	5.939864425177045	11.87972885035409	13	0.46159438820528337	0.9231887764105667	20	0.6772526905979549	1.3545053811959098	176	2.4889839127636026	4.977967825527205	4	0.1440008697652534	0.2880017395305068
chr11	6635214	6636014	67	2.1628854156894675	2.7036067696118344	7	0.2485508244182295	0.3106885305227869	12	0.40635161435877293	0.5079395179484661	163	2.3051385101162913	2.8814231376453643	0	0.0	0.0
chr11	6637894	6638894	37	1.1944292594106014	1.1944292594106014	6	0.21304356378705386	0.21304356378705386	38	1.2867801121361142	1.2867801121361142	49	0.6929557484398667	0.6929557484398667	0	0.0	0.0
chr11	6646034	6647474	46	1.4849661062942612	1.0312264627043481	10	0.35507260631175647	0.24657819882760867	12	0.40635161435877293	0.28218862108248116	53	0.7495235646390395	0.5205024754437774	0	0.0	0.0
chr11	6650894	6651414	106	3.4218784188519935	6.580535420869218	6	0.21304356378705386	0.4096991611289498	15	0.5079395179484661	0.9768067652855118	27	0.38183275934441635	0.7342937679700314	0	0.0	0.0
chr11	6667734	6668234	28	0.9038924125269416	1.8077848250538833	9	0.3195653456805808	0.6391306913611616	81	2.742873396921717	5.485746793843434	81	1.145498278033249	2.2909965560664984	0	0.0	0.0
chr11	6681914	6682414	18	0.5810736937673197	1.1621473875346393	137	4.8644947064710635	9.728989412942127	15	0.5079395179484661	1.0158790358969323	48	0.6788137943900735	1.357627588780147	83	2.9880180476290077	5.976036095258015
chr11	6690234	6691234	89	2.873086596960636	2.873086596960636	20	0.7101452126235129	0.7101452126235129	27	0.914291132307239	0.914291132307239	227	3.210223569303056	3.210223569303056	72	2.592015655774561	2.592015655774561
chr11	6693894	6694414	86	2.7762409813327493	5.338924964101441	1	0.035507260631175645	0.06828319352149163	34	1.1513295740165232	2.21409533464716	37	0.5232522998423483	1.0062544227737467	1	0.03600021744131335	0.06923118738714105
chr11	6703394	6703914	20	0.6456374375192441	1.241610456767777	5	0.17753630315587823	0.3414159676074582	162	5.485746793843434	10.549513065083529	20	0.28283908099586397	0.5439213096074307	0	0.0	0.0
chr11	6705834	6706354	13	0.4196643343875086	0.807046796899055	10	0.35507260631175647	0.6828319352149164	246	8.330208094354845	16.019630950682394	20	0.28283908099586397	0.5439213096074307	0	0.0	0.0
chr11	6711454	6711954	7	0.2259731031317354	0.4519462062634708	1	0.035507260631175645	0.07101452126235129	43	1.456093284785603	2.912186569571206	10	0.14141954049793198	0.28283908099586397	6	0.21600130464788006	0.4320026092957601
chr11	6728154	6728694	59	1.9046304406817698	3.5270934086699444	16	0.5681161700988103	1.0520669816644637	23	0.7788405941876481	1.4422973966437929	205	2.8991005802076057	5.368704778162233	1	0.03600021744131335	0.06666706933576545
chr11	6737794	6738294	52	1.6786573375500344	3.357314675100069	5	0.17753630315587823	0.35507260631175647	136	4.605318296066093	9.210636592132186	17	0.24041321884648437	0.48082643769296873	0	0.0	0.0
chr11	6744974	6746094	43	1.3881204906663747	1.2393932952378346	17	0.6036234307299859	0.5389494917232017	28	0.9481537668371368	0.8465658632474435	375	5.30323276867245	4.735029257743259	0	0.0	0.0
chr11	6747194	6747694	26	0.8393286687750172	1.6786573375500344	8	0.28405808504940516	0.5681161700988103	31	1.04974167042683	2.09948334085366	55	0.7778074727386259	1.5556149454772519	0	0.0	0.0
chr11	6755254	6755754	24	0.7747649250230928	1.5495298500461856	6	0.21304356378705386	0.4260871275741077	200	6.772526905979548	13.545053811959097	13	0.18384540264731158	0.36769080529462317	0	0.0	0.0
chr11	6757334	6757834	42	1.3558386187904126	2.711677237580825	5	0.17753630315587823	0.35507260631175647	279	9.44767503384147	18.89535006768294	18	0.25455517289627755	0.5091103457925551	0	0.0	0.0
chr11	6812294	6812834	18	0.5810736937673197	1.0760623958654068	5	0.17753630315587823	0.3287709317701449	78	2.641285493332024	4.891269432096341	14	0.19798735669710477	0.36664325314278656	0	0.0	0.0
chr11	7072514	7073014	16	0.5165099500153952	1.0330199000307905	8	0.28405808504940516	0.5681161700988103	7	0.2370384417092842	0.4740768834185684	44	0.6222459781909007	1.2444919563818013	1	0.03600021744131335	0.0720004348826267
chr11	7079654	7080194	25	0.807046796899055	1.4945311053686205	4	0.14202904252470258	0.2630167454161159	5	0.16931317264948872	0.31354291231386805	19	0.2686971269460708	0.4975872721223533	0	0.0	0.0
chr11	7080774	7081274	16	0.5165099500153952	1.0330199000307905	6	0.21304356378705386	0.4260871275741077	5	0.16931317264948872	0.33862634529897745	38	0.5373942538921416	1.0747885077842831	0	0.0	0.0
chr11	7098154	7098654	25	0.807046796899055	1.61409359379811	12	0.4260871275741077	0.8521742551482154	210	7.111153251278526	14.222306502557052	14	0.19798735669710477	0.39597471339420953	0	0.0	0.0
chr11	7278294	7278834	6	0.1936912312557732	0.3586874652884689	9	0.3195653456805808	0.5917876771862608	40	1.3545053811959098	2.5083432985109444	11	0.15556149454772517	0.2880768417550466	0	0.0	0.0
